SchemaName,TableName,OrdinalPosition,ColumnName,VietnameseColumnName,DataType,FullDataType,MaxLength,Precision,Scale,IsNullable,DefaultValue,IsIdentity,IdentitySeed,IdentityIncrement,IsComputed,ComputedDefinition,IsPrimaryKey,PrimaryKeyOrder,IsForeignKey,ForeignKeyName,ReferencedSchema,ReferencedTable,ReferencedColumn,IsUnique,CheckConstraint,BusinessDescription,SourceOfTruth,Notes
dbo,CustomerReputationHistory,7,ScoreAfter,ScoreAfter,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,8,Reason,Reason,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,9,CreatedAt,Thời điểm tạo,DATETIME2,DATETIME2,,,,NO,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,10,CreatedBy,Người tạo,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_ReputationHistory_Actor,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,11,IpAddress,IpAddress,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,1,DanhGiaID,mã DanhGia,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,2,DatSanID,Mã đặt sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_DanhGia_DatSan,dbo,LichDatSan,DatSanID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,3,AccountID_NguoiDanhGia,AccountID_NguoiDanhGia,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_DanhGia_NguoiDanhGia,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,4,AccountID_NguoiBiDanhGia,AccountID_NguoiBiDanhGia,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_DanhGia_NguoiBiDanhGia,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,5,SoSao,Số sao,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,(SoSao BETWEEN 1 AND 5),,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,6,BinhLuan,BinhLuan,NVARCHAR,NVARCHAR(MAX),MAX,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhGia,7,NgayDanhGia,ngày DanhGia,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhMucSanPham,1,DanhMucID,Mã danh mục,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,DanhMucSanPham,2,TenDanhMuc,tên DanhMuc,NVARCHAR,NVARCHAR(100),100,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,FaceChallengeToken,1,TokenID,Mã token,VARCHAR,VARCHAR(64),64,,,YES,,NO,,,NO,,YES,1,NO,,,,,YES,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,2,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_FaceToken_Accounts,dbo,Accounts,AccountID,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,3,CaLamViecID,Mã ca làm việc,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,4,Action,Hành động (checkin/checkout),VARCHAR,VARCHAR(10),10,,,NO,'checkin',NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,5,Challenges,Danh sách thử thách (JSON),NVARCHAR,NVARCHAR(200),200,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,6,CreatedAt,Thời điểm tạo,DATETIME,DATETIME,,,,NO,GETDATE(),NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,7,ExpiresAt,Thời điểm hết hạn,DATETIME,DATETIME,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,FaceChallengeToken,8,UsedAt,Thời điểm đã dùng,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,GhepKeo,1,KeoID,Mã kèo,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,2,DatSanID,Mã đặt sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_GhepKeo_DatSan,dbo,LichDatSan,DatSanID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,3,AccountID_NguoiTao,AccountID_NguoiTao,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_GhepKeo_Account,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,4,MonTheThaoID,Mã môn thể thao,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_GhepKeo_Mon,dbo,MonTheThao,MonTheThaoID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,5,MoTa,Mô tả,NVARCHAR,NVARCHAR(MAX),MAX,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,6,TrinhDo,TrinhDo,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,7,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(50),50,,,YES,(N'Đang tìm'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,GhepKeo,8,SoNguoiCanTim,SoNguoiCanTim,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_matchmaking_complete_flow.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,GhepKeo,9,HinhThucDuyet,HinhThucDuyet,NVARCHAR,NVARCHAR(20),20,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_matchmaking_complete_flow.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,GhepKeo,10,CreatedAt,Thời điểm tạo,DATETIME2,DATETIME2,,,,NO,SYSDATETIME(),NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_matchmaking_complete_flow.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,GhepKeo,11,TeamIDNguoiTao,TeamIDNguoiTao,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_GhepKeo_TeamNguoiTao,dbo,Teams,TeamID,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_team_management.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,HoaDon,1,HoaDonID,Mã hóa đơn,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,2,DatSanID,Mã đặt sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_HD_DatSan,dbo,LichDatSan,DatSanID,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,3,AccountID_KhachHang,AccountID_KhachHang,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_HD_Khach,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,4,AccountID_NhanVien,AccountID_NhanVien,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_HD_NhanVien,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,5,NgayLap,ngày Lap,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,6,TongTienSan,tổng tiền San,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,7,TongTienDichVu,tổng tiền DichVu,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,8,PhiGuiXe,PhiGuiXe,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,9,KhuyenMaiID,Mã khuyến mãi,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_HD_KhuyenMai,dbo,KhuyenMai,KhuyenMaiID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,10,GiamGia,GiamGia,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,11,TongThanhToan,TongThanhToan,FLOAT,FLOAT,,53,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,12,PhuongThucThanhToan,PhuongThucThanhToan,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,13,TrangThaiThanhToan,trạng thái ThanhToan,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,14,IsDeleted,Đã xóa mềm,BIT,BIT,,,,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,15,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,16,LoaiHoaDon,loại HoaDon,NVARCHAR,NVARCHAR(50),50,,,YES,(N'MAIN'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,17,ParentHoaDonID,Mã hóa đơn cha,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_HoaDon_Parent,dbo,HoaDon,HoaDonID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoaDon,18,PaymentReference,PaymentReference,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,1,HoanTienID,mã HoanTien,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,2,HoaDonID,Mã hóa đơn,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_HoanTien_HoaDon,dbo,HoaDon,HoaDonID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,3,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_HoanTien_Account,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,4,SoTienHoan,số tiền Hoan,NUMERIC,"NUMERIC(38,2)",,38,2,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,5,LyDo,Lý do,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,6,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(50),50,,,YES,(N'Chờ xử lý'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,7,ThoiGianYeuCau,thời gian YeuCau,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,8,ThoiGianHoan,thời gian Hoan,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,9,DatSanID,Mã đặt sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,10,NguoiDuyetID,người duyệt ID,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,11,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,12,SoTienDaThanhToan,số tiền DaThanhToan,DECIMAL,"DECIMAL(18,2)",,18,2,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,13,SoTienDeNghiHoan,số tiền DeNghiHoan,DECIMAL,"DECIMAL(18,2)",,18,2,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,14,SoTienDuocDuyet,số tiền DuocDuyet,DECIMAL,"DECIMAL(18,2)",,18,2,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,15,CoSoID,Mã cơ sở,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,16,QrNhanTienPath,QrNhanTienPath,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,17,GhiChuKhachHang,ghi chú KhachHang,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,18,LyDoTuChoi,LyDoTuChoi,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,19,ApprovedAt,ApprovedAt,DATETIME2,DATETIME2,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,20,CompletedAt,CompletedAt,DATETIME2,DATETIME2,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,21,UpdatedAt,Thời điểm cập nhật,DATETIME2,DATETIME2,,,,NO,(sysdatetime()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,22,AccountID_NguoiXuLy,AccountID_NguoiXuLy,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,23,GhiChuXuLy,Ghi chú xử lý,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,24,MaGiaoDichHoan,mã GiaoDichHoan,NVARCHAR,NVARCHAR(100),100,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,25,ThoiGianXuLy,Thời gian xử lý,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,26,NganHangNhan,NganHangNhan,NVARCHAR,NVARCHAR(100),100,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,27,SoTaiKhoanNhan,SoTaiKhoanNhan,NVARCHAR,NVARCHAR(30),30,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,HoanTien,28,ChuTaiKhoanNhan,ChuTaiKhoanNhan,NVARCHAR,NVARCHAR(100),100,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,1,KhuyenMaiID,Mã khuyến mãi,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,2,MaCode,Mã code khuyến mãi,VARCHAR,VARCHAR(50),50,,,NO,,NO,,,NO,,NO,,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,3,MoTa,Mô tả,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,4,LoaiGiam,loại Giam,NVARCHAR,NVARCHAR(20),20,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,5,GiaTriGiam,GiaTriGiam,FLOAT,FLOAT,,53,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,6,NgayBatDau,Ngày bắt đầu,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,7,NgayKetThuc,Ngày kết thúc,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,8,SoLanToiDa,SoLanToiDa,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,9,SoLanDaDung,SoLanDaDung,INT,INT,,10,0,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,10,CoSoID,Mã cơ sở,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_KM_CoSo,dbo,CoSo,CoSoID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,11,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(20),20,,,YES,(N'Hoạt động'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,12,IsDeleted,Đã xóa mềm,BIT,BIT,,,,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,13,GiaTriToiThieu,GiaTriToiThieu,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,14,GiamToiDa,GiamToiDa,DECIMAL,"DECIMAL(18,2)",,18,2,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMai,15,HienThiCongKhai,HienThiCongKhai,BIT,BIT,,,,NO,((1)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,1,HinhAnhID,hình ảnh ID,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,2,KhuyenMaiID,Mã khuyến mãi,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_KhuyenMaiHinhAnh_KhuyenMai,dbo,KhuyenMai,KhuyenMaiID,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,3,DuongDan,DuongDan,NVARCHAR,NVARCHAR(500),500,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,4,TenFileGoc,tên FileGoc,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,5,MimeType,MimeType,NVARCHAR,NVARCHAR(100),100,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,6,DungLuong,DungLuong,BIGINT,BIGINT,,19,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,7,ChieuRong,ChieuRong,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,8,ChieuCao,ChieuCao,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,9,ThuTu,ThuTu,INT,INT,,10,0,NO,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,10,LaAnhBia,LaAnhBia,BIT,BIT,,,,NO,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,11,CreatedAt,Thời điểm tạo,DATETIME2,DATETIME2,,,,NO,(sysdatetime()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KhuyenMaiHinhAnh,12,UpdatedAt,Thời điểm cập nhật,DATETIME2,DATETIME2,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,KyLuong,1,KyLuongID,Mã kỳ lương,INT,INT,,10,0,YES,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,2,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_KyLuong_CoSoID,dbo,CoSo,CoSoID,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,3,TenKy,Tên kỳ lương,NVARCHAR,NVARCHAR(100),100,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,4,NgayBatDau,Ngày bắt đầu,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,5,NgayKetThuc,Ngày kết thúc,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,6,NgayPhatLuong,Ngày phát lương,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,7,TrangThai,Trạng thái,VARCHAR,VARCHAR(20),20,,,NO,'Draft',NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,8,CreatedBy,Người tạo,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_KyLuong_CreatedBy,dbo,Accounts,AccountID,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,KyLuong,9,CreatedAt,Thời điểm tạo,DATETIME,DATETIME,,,,NO,GETDATE(),NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,LichDatSan,1,DatSanID,Mã đặt sân,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,2,AccountID,Mã tài khoản,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_DatSan_Account,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,3,SanID,Mã sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_DatSan_San,dbo,San,SanID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,4,NgayDat,ngày Dat,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,5,GioBatDau,Giờ bắt đầu,TIME,TIME,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,6,GioKetThuc,Giờ kết thúc,TIME,TIME,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,7,ApDungGiaCoDen,ApDungGiaCoDen,BIT,BIT,,,,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,8,TongTienDuKien,tổng tiền DuKien,NUMERIC,"NUMERIC(38,2)",,38,2,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,9,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(50),50,,,YES,(N'Chờ xác nhận'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,LichDatSan,10,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
