SchemaName,TableName,OrdinalPosition,ColumnName,VietnameseColumnName,DataType,FullDataType,MaxLength,Precision,Scale,IsNullable,DefaultValue,IsIdentity,IdentitySeed,IdentityIncrement,IsComputed,ComputedDefinition,IsPrimaryKey,PrimaryKeyOrder,IsForeignKey,ForeignKeyName,ReferencedSchema,ReferencedTable,ReferencedColumn,IsUnique,CheckConstraint,BusinessDescription,SourceOfTruth,Notes
dbo,CaLamViec,21,FaceConfidence,Độ tin cậy khi check-in,FLOAT,FLOAT,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration src/main/resources/migration_face_attendance.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec,22,FaceLivenessPassed,Đạt kiểm tra liveness,BIT,BIT,,,,NO,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration src/main/resources/migration_face_attendance.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec,23,FaceCheckOutImage,Ảnh check-out,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration src/main/resources/migration_face_attendance.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec,24,FaceCheckOutConfidence,Độ tin cậy khi check-out,FLOAT,FLOAT,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration src/main/resources/migration_face_attendance.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec,25,GioVaoThuc,Giờ vào thực tế,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_guard_module.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec,26,GioRaThuc,Giờ ra thực tế,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_guard_module.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,CaLamViec_Audit,1,AuditID,mã Audit,INT,INT,,10,0,NO,,NO,,,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,2,CaLamViecID,Mã ca làm việc,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,3,ThaoTac,ThaoTac,VARCHAR,VARCHAR(50),50,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,4,NguoiThucHien,NguoiThucHien,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__Nguoi__5CA1C101,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,5,ThoiGian,ThoiGian,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,6,GiaTriCu,GiaTriCu,NVARCHAR,NVARCHAR(MAX),MAX,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,7,GiaTriMoi,GiaTriMoi,NVARCHAR,NVARCHAR(MAX),MAX,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Audit,8,LyDo,Lý do,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,1,AvailabilityID,mã Availability,INT,INT,,10,0,NO,,NO,,,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,2,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__Accou__4F47C5E3,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,3,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__CoSoI__503BEA1C,dbo,CoSo,CoSoID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,4,Ngay,Ngay,DATE,DATE,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,5,GioBatDau,Giờ bắt đầu,TIME,TIME,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,6,GioKetThuc,Giờ kết thúc,TIME,TIME,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,7,TrangThai,Trạng thái,VARCHAR,VARCHAR(20),20,,,NO,('Ranh'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,8,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,9,CreatedAt,Thời điểm tạo,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,10,DuyetTrangThai,trạng thái Duyet,VARCHAR,VARCHAR(20),20,,,YES,('DaDuyet'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_Availability,11,PhanHoi,PhanHoi,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,1,SwapRequestID,mã SwapRequest,INT,INT,,10,0,NO,,NO,,,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,2,AccountID_Gui,AccountID_Gui,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__Accou__55009F39,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,3,CaLamViecID_Gui,CaLamViecID_Gui,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__CaLam__56E8E7AB,dbo,CaLamViec,CaLamViecID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,4,AccountID_Nhan,AccountID_Nhan,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK__CaLamViec__Accou__55F4C372,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,5,CaLamViecID_Nhan,CaLamViecID_Nhan,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK__CaLamViec__CaLam__57DD0BE4,dbo,CaLamViec,CaLamViecID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,6,LyDo,Lý do,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,7,TrangThai,Trạng thái,VARCHAR,VARCHAR(30),30,,,NO,('ChoXacNhan'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,8,NguoiDuyet,NguoiDuyet,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK__CaLamViec__Nguoi__58D1301D,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,9,NgayGui,ngày Gui,DATETIME,DATETIME,,,,YES,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,10,NgayDuyet,ngày Duyet,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CaLamViec_SwapRequest,11,GhiChuQuanLy,Ghi chú của quản lý,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CauHinhLuong,1,CauHinhLuongID,Mã cấu hình lương,INT,INT,,10,0,YES,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,2,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_CauHinhLuong_AccountID,dbo,Accounts,AccountID,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,3,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_CauHinhLuong_CoSoID,dbo,CoSo,CoSoID,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,4,LuongCoBan,Lương cơ bản,DECIMAL,"DECIMAL(18,0)",,18,0,NO,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,5,PhuCapMoiCa,Phụ cấp mỗi ca,DECIMAL,"DECIMAL(18,0)",,18,0,NO,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,6,HanMucUng,Hạn mức ứng,DECIMAL,"DECIMAL(18,0)",,18,0,NO,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,7,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,8,CreatedAt,Thời điểm tạo,DATETIME,DATETIME,,,,NO,GETDATE(),NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,CauHinhLuong,9,UpdatedAt,Thời điểm cập nhật,DATETIME,DATETIME,,,,NO,GETDATE(),NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ sql/migration_salary.sql
dbo,ChiaHoaDon,1,ChiaHoaDonID,mã ChiaHoaDon,INT,INT,,10,0,YES,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,2,HoaDonID,Mã hóa đơn,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_Chia_HoaDon,dbo,HoaDon,HoaDonID,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,3,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_Chia_Account,dbo,Accounts,AccountID,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,4,SoTienPhanBo,số tiền PhanBo,DECIMAL,"DECIMAL(18,2)",,18,2,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,5,DaTra,DaTra,BIT,BIT,,,,YES,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,6,ThoiGianTra,thời gian Tra,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiaHoaDon,7,GhiChu,Ghi chú,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ Tài nguyên/QuanLiSport_V4.sql
dbo,ChiTietGhepKeo,1,ChiTietKeoID,mã ChiTietKeo,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietGhepKeo,2,KeoID,Mã kèo,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CTGK_Keo,dbo,GhepKeo,KeoID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietGhepKeo,3,AccountID_NguoiThamGia,AccountID_NguoiThamGia,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CTGK_Account,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietGhepKeo,4,TrangThaiThamGia,trạng thái ThamGia,NVARCHAR,NVARCHAR(50),50,,,YES,(N'Chờ duyệt'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietGhepKeo,5,ViTriThamGia,ViTriThamGia,NVARCHAR,NVARCHAR(50),50,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietGhepKeo,6,TeamIDNguoiThamGia,TeamIDNguoiThamGia,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_ChiTietGhepKeo_TeamNguoiThamGia,dbo,Teams,TeamID,NO,,,MIGRATION_SQL_NOT_IN_SNAPSHOT,Có trong migration sql/migration_team_management.sql nhưng KHÔNG có trong snapshot DB 2026-08-02
dbo,ChiTietHoaDon,1,ChiTietID,mã ChiTiet,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietHoaDon,2,HoaDonID,Mã hóa đơn,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CTHD_HoaDon,dbo,HoaDon,HoaDonID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietHoaDon,3,SanPhamID,Mã sản phẩm,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CTHD_SP,dbo,SanPham_DichVu,SanPhamID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietHoaDon,4,SoLuong,SoLuong,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietHoaDon,5,DonGiaTaiThoiDiemBan,đơn giá TaiThoiDiemBan,FLOAT,FLOAT,,53,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,ChiTietHoaDon,6,ThanhTien,ThanhTien,FLOAT,FLOAT,,53,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,1,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,2,TenCoSo,tên CoSo,NVARCHAR,NVARCHAR(100),100,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,3,DiaChi,DiaChi,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,4,SoDienThoai,SoDienThoai,VARCHAR,VARCHAR(15),15,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,5,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(50),50,,,YES,(N'Hoạt động'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,6,GioMoCua,giờ MoCua,TIME,TIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,7,GioDongCua,giờ DongCua,TIME,TIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,8,HinhAnh,HinhAnh,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,9,MoTa,Mô tả,NVARCHAR,NVARCHAR(MAX),MAX,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,10,LoaiHinhKinhDoanh,loại HinhKinhDoanh,NVARCHAR,NVARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,11,SoLuongSanDuKien,số lượng SanDuKien,INT,INT,,10,0,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,12,AccountID_QuanLy,AccountID_QuanLy,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CoSo_QuanLy,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,13,PayOS_ClientID,mã PayOS_Client,VARCHAR,VARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,14,PayOS_ApiKey,PayOS_ApiKey,VARCHAR,VARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,15,PayOS_ChecksumKey,PayOS_ChecksumKey,VARCHAR,VARCHAR(255),255,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,16,IsDeleted,Đã xóa mềm,BIT,BIT,,,,YES,((0)),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,17,DeletedAt,Thời điểm xóa,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,18,DeletedBy,Người xóa,INT,INT,,10,0,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,19,ViDo,ViDo,DECIMAL,"DECIMAL(10,7)",,10,7,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSo,20,KinhDo,KinhDo,DECIMAL,"DECIMAL(10,7)",,10,7,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,1,CapabilityID,mã Capability,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,2,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_CoSoCapability_CoSo,dbo,CoSo,CoSoID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,3,CapabilityType,CapabilityType,NVARCHAR,NVARCHAR(50),50,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,4,TrangThai,Trạng thái,NVARCHAR,NVARCHAR(20),20,,,NO,(N'PENDING'),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,5,RequestedAt,RequestedAt,DATETIME2,DATETIME2,,,,NO,(sysutcdatetime()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,6,ApprovedBy,ApprovedBy,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_CoSoCapability_ApprovedBy,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,7,ApprovedAt,ApprovedAt,DATETIME2,DATETIME2,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,8,RejectReason,RejectReason,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,9,Note,Note,NVARCHAR,NVARCHAR(500),500,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoCapability,10,UpdatedAt,Thời điểm cập nhật,DATETIME2,DATETIME2,,,,NO,(sysutcdatetime()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoFaceConfig,1,CoSoID,Mã cơ sở,INT,INT,,10,0,YES,,NO,,,NO,,YES,1,YES,FK_FaceConfig_CoSo,dbo,CoSo,CoSoID,YES,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,CoSoFaceConfig,2,FaceRequired,Bắt buộc điểm danh khuôn mặt,BIT,BIT,,,,NO,0,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,CoSoFaceConfig,3,ConfidenceMin,Ngưỡng tin cậy tối thiểu,FLOAT,FLOAT,,,,NO,0.6,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,CoSoFaceConfig,4,UpdatedAt,Thời điểm cập nhật,DATETIME,DATETIME,,,,YES,,NO,,,NO,,NO,,NO,,,,,NO,,,MIGRATION_SQL,Từ src/main/resources/migration_face_attendance.sql
dbo,CoSoNganHang,1,CoSoID,Mã cơ sở,INT,INT,,10,0,NO,,NO,,,NO,,YES,1,YES,FK_CoSoNganHang_CoSo,dbo,CoSo,CoSoID,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoNganHang,2,BankName,BankName,NVARCHAR,NVARCHAR(100),100,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoNganHang,3,BankShortCode,BankShortCode,VARCHAR,VARCHAR(20),20,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoNganHang,4,AccountName,AccountName,NVARCHAR,NVARCHAR(100),100,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoNganHang,5,AccountNumber,AccountNumber,VARCHAR,VARCHAR(50),50,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CoSoNganHang,6,UpdatedAt,Thời điểm cập nhật,DATETIME2,DATETIME2,,,,NO,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,1,SegmentID,mã Segment,INT,INT,,10,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,2,HoaDonID,Mã hóa đơn,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_CourtChargeSegment_HoaDon,dbo,HoaDon,HoaDonID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,3,DatSanID,Mã đặt sân,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_CourtChargeSegment_LichDatSan,dbo,LichDatSan,DatSanID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,4,SegmentOrder,SegmentOrder,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,5,StartAt,StartAt,DATETIME2,DATETIME2,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,6,EndAt,EndAt,DATETIME2,DATETIME2,,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,7,DurationMinutes,DurationMinutes,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,8,RateType,RateType,NVARCHAR,NVARCHAR(30),30,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,9,HourlyRate,HourlyRate,DECIMAL,"DECIMAL(18,2)",,18,2,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,10,Amount,Amount,DECIMAL,"DECIMAL(18,2)",,18,2,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CourtChargeSegment,11,CreatedAt,Thời điểm tạo,DATETIME2,DATETIME2,,,,NO,(getdate()),NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,1,ReputationHistoryID,mã ReputationHistory,BIGINT,BIGINT,,19,0,NO,,YES,1,1,NO,,YES,1,NO,,,,,YES,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,2,AccountID,Mã tài khoản,INT,INT,,10,0,NO,,NO,,,NO,,NO,,YES,FK_ReputationHistory_Account,dbo,Accounts,AccountID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,3,DatSanID,Mã đặt sân,INT,INT,,10,0,YES,,NO,,,NO,,NO,,YES,FK_ReputationHistory_DatSan,dbo,LichDatSan,DatSanID,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,4,ActionType,ActionType,NVARCHAR,NVARCHAR(30),30,,,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,5,ScoreDelta,ScoreDelta,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
dbo,CustomerReputationHistory,6,ScoreBefore,ScoreBefore,INT,INT,,10,0,NO,,NO,,,NO,,NO,,NO,,,,,NO,,,LIVE_DB_SNAPSHOT_2026-08-02,
